"","Age","Country","state","self_employed","family_history","treatment","work_interfere","no_employees","remote_work","tech_company","benefits","care_options","wellness_program","seek_help","anonymity","leave","mental_health_consequence","phys_health_consequence","coworkers","supervisor","mental_health_interview","phys_health_interview","mental_vs_physical","obs_consequence","Gender"
"829",29,"United Kingdom",NA,"No","No","Yes","Rarely","6-25","No","Yes","Don't know","No","No","No","Don't know","Don't know","Maybe","No","Some of them","No","No","Maybe","Don't know","No","Female"
"830",35,"United States","MI","No","Yes","Yes","Sometimes","1-5","No","No","No","Yes","No","No","Yes","Don't know","No","No","Some of them","Yes","No","No","Yes","No","Male"
"831",29,"United States","WI","No","Yes","No","Sometimes","More than 1000","Yes","No","Yes","Yes","No","Yes","Yes","Very easy","Maybe","No","Some of them","No","No","No","Yes","No","Male"
"832",40,"United States","CA","No","No","No","Never","100-500","No","Yes","Yes","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"833",29,"Sweden",NA,"No","No","Yes","Rarely","6-25","No","Yes","No","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","Male"
"834",29,"United States","CA","No","Yes","Yes","Rarely","100-500","No","Yes","Yes","Not sure","Don't know","No","Don't know","Don't know","No","No","Yes","Yes","No","Maybe","Don't know","No","Female"
"835",34,"United States","TX","No","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Don't know","Yes","No","No","No","No","Yes","Don't know","No","Male"
"836",44,"United Kingdom",NA,"No","Yes","Yes","Sometimes","500-1000","No","No","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Yes","No","Maybe","No","Yes","Male"
"837",24,"United States","NY","No","Yes","Yes","Often","6-25","No","Yes","Yes","Yes","No","No","Yes","Very easy","No","No","Some of them","Yes","No","Yes","No","Yes","Female"
"838",47,"United States","PA","No","No","No","Never","100-500","Yes","Yes","Don't know","No","No","Don't know","Don't know","Very difficult","Yes","Yes","No","No","No","No","No","No","Female"
"839",43,"United Kingdom",NA,"No","Yes","No","Never","More than 1000","No","No","Don't know","No","No","No","Don't know","Very easy","Maybe","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"840",36,"United States","PA","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat difficult","No","No","Some of them","Yes","No","No","No","No","Male"
"841",43,"United States","GA","No","No","Yes","Sometimes","More than 1000","No","No","Don't know","No","No","Don't know","Don't know","Very difficult","Maybe","No","Some of them","Yes","No","No","Don't know","No","Male"
"842",36,"United Kingdom",NA,"Yes","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","No","Maybe","Don't know","Yes","Male"
"843",31,"United States","NY","No","Yes","Yes","Sometimes","100-500","No","Yes","Yes","Yes","No","No","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Don't know","No","Female"
"844",35,"United States","CA","No","No","No","Sometimes","More than 1000","No","Yes","Don't know","Not sure","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","Male"
"845",33,"United States","TN","No","Yes","No","Never","26-100","No","No","Yes","No","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","No","No","Don't know","No","Male"
"846",37,"Italy",NA,"No","No","No","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Yes","Yes","Some of them","No","No","No","No","No","Male"
"847",34,"United States","TN","No","No","Yes","Sometimes","100-500","No","Yes","Don't know","No","Yes","Don't know","Yes","Don't know","Maybe","No","Some of them","No","No","No","Don't know","No","Male"
"848",36,"Netherlands",NA,"Yes","No","Yes","Sometimes","1-5","No","Yes","No","No","No","No","Don't know","Very easy","No","No","Yes","No","No","No","Yes","No","Male"
"849",40,"United States","TN","Yes","Yes","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"850",40,"United States","IL","No","No","No","Rarely","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Don't know","No","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"851",42,"United States","WI","No","No","Yes","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Don't know","Somewhat easy","Maybe","No","No","No","No","Maybe","Don't know","No","Male"
"852",23,"United States","KY","No","Yes","No","Never","26-100","Yes","Yes","Yes","Yes","No","Don't know","Yes","Don't know","Maybe","No","No","Some of them","No","No","Don't know","No","Male"
"853",21,"United Kingdom",NA,"No","Yes","No","Never","6-25","No","No","No","No","No","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"854",26,"Canada",NA,"No","No","No","Sometimes","6-25","Yes","Yes","No","No","No","No","Don't know","Very difficult","Yes","Maybe","Some of them","Some of them","No","Maybe","Don't know","No","Male"
"855",31,"United States",NA,"No","Yes","No","Never","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Don't know","No","Male"
"856",25,"United States","CA","No","Yes","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Some of them","Yes","Maybe","Yes","Yes","No","Male"
"857",51,"United States","MN","No","No","No","Never","More than 1000","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","No","No","Yes","Yes","No","No","Yes","No","Male"
"858",24,"United States","TN","No","No","No","Never","6-25","No","Yes","Don't know","Not sure","Don't know","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"859",33,"United States","MN","No","No","No","Never","100-500","No","Yes","No","No","No","No","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","No","No","Male"
"860",32,"United Kingdom",NA,"No","Yes","Yes","Rarely","6-25","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","Male"
"861",32,"United Kingdom",NA,"No","Yes","Yes","Rarely","6-25","No","No","No","No","No","No","No","Don't know","Yes","Maybe","Some of them","No","No","No","No","No","Male"
"862",26,"United Kingdom",NA,"Yes","No","Yes","Rarely","1-5","Yes","Yes","No","Not sure","Don't know","Don't know","Don't know","Somewhat difficult","No","No","Yes","Yes","Maybe","Maybe","Yes","No","Male"
"863",23,"United States","IL","No","No","No","Never","100-500","No","No","Don't know","No","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"864",33,"United States","TN","No","Yes","Yes","Often","6-25","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","Yes","No","Maybe","No","No","Male"
"865",46,"United States","IL","No","No","Yes","Rarely","More than 1000","No","No","Yes","Yes","Yes","Yes","Yes","Somewhat easy","Yes","Maybe","No","No","No","Maybe","Yes","No","Male"
"866",34,"United Kingdom",NA,"No","No","No","Never","6-25","Yes","Yes","No","No","No","No","No","Somewhat difficult","Yes","Maybe","No","No","No","Yes","No","Yes","Male"
"867",35,"United States","DC","No","Yes","Yes","Sometimes","6-25","No","Yes","Yes","Yes","No","No","Don't know","Somewhat easy","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Male"
"868",39,"United States","KS","No","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","No","No","Male"
"869",32,"Germany",NA,"Yes","No","No","Sometimes","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Some of them","Maybe","Maybe","No","No","Male"
"870",43,"Mexico",NA,"Yes","No","No","Never","More than 1000","Yes","Yes","Don't know","No","No","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","Maybe","Don't know","No","Male"
"871",56,"United States","CA","No","No","Yes","Rarely","More than 1000","Yes","Yes","Yes","Yes","Don't know","Yes","Yes","Somewhat easy","No","No","Yes","Yes","Yes","Yes","Yes","No","Male"
"872",32,"United Kingdom",NA,"No","Yes","Yes","Sometimes","100-500","No","Yes","Don't know","No","No","No","Don't know","Somewhat difficult","Maybe","No","Some of them","Some of them","No","Yes","Don't know","Yes","Female"
"873",41,"United Kingdom",NA,"No","No","No","Never","26-100","No","No","Yes","Yes","Yes","Yes","Yes","Don't know","Maybe","Maybe","Some of them","Some of them","No","Yes","No","Yes","Male"
"874",39,"United States","TN","No","No","No","Never","More than 1000","Yes","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"875",37,"United States","OK","No","Yes","No","Never","500-1000","No","No","Yes","Yes","No","No","Yes","Very easy","Maybe","No","No","No","No","No","No","No","Male"
"876",30,"United States","CA","Yes","Yes","Yes","Sometimes","6-25","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Very difficult","Yes","No","No","No","No","Maybe","Don't know","No","Male"
"877",31,"United States","TN","No","No","No","Never","26-100","No","Yes","Yes","No","Yes","No","Yes","Somewhat easy","Maybe","No","Some of them","Some of them","No","Maybe","No","No","Male"
"878",29,"United States","TX","No","No","No","Never","More than 1000","No","No","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","No","No","Some of them","No","Maybe","Don't know","No","Male"
"879",23,"United Kingdom",NA,"No","Yes","No","Never","More than 1000","No","No","No","No","No","Yes","Don't know","Somewhat easy","Yes","Maybe","No","No","No","Maybe","Don't know","No","Female"
"880",31,"United States","CO","No","No","Yes","Never","26-100","No","Yes","Yes","Yes","No","Don't know","Yes","Very easy","Maybe","No","No","No","No","No","Don't know","No","Male"
"881",29,"United States","TN","No","Yes","Yes","Sometimes","26-100","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","Maybe","No","Some of them","Some of them","No","No","Yes","No","Male"
"882",30,"United States","GA","No","No","No","Never","26-100","Yes","Yes","Yes","Yes","Don't know","Don't know","Yes","Very easy","No","No","Some of them","Yes","Maybe","Maybe","Yes","No","Male"
"883",37,"United States","TN","No","No","No","Never","500-1000","Yes","Yes","Yes","No","Yes","Don't know","Don't know","Don't know","Maybe","No","Some of them","Yes","No","No","Yes","Yes","Male"
"884",36,"United States","VA","Yes","No","No","Never","1-5","No","Yes","Yes","No","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Yes","Yes","Yes","Yes","No","Male"
"885",35,"United States","TN","No","Yes","Yes","Sometimes","26-100","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","No","No","Male"
"886",41,"United States","DC","No","Yes","No","Never","500-1000","Yes","No","Don't know","No","No","No","Don't know","Don't know","Maybe","No","No","No","No","No","Don't know","No","Male"
"887",31,"United Kingdom",NA,"No","No","Yes","Rarely","6-25","No","Yes","Don't know","Not sure","No","No","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"888",38,"United Kingdom",NA,"No","Yes","No","Never","500-1000","No","No","Yes","Yes","Yes","Yes","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No","Male"
"889",26,"India",NA,"Yes","No","No","Never","100-500","No","Yes","No","No","No","No","Yes","Very easy","No","No","Some of them","Yes","No","No","Yes","No","Male"
"890",39,"United States","TN","No","Yes","No","Sometimes","More than 1000","No","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","Yes","Maybe","Maybe","Don't know","Yes","Male"
"891",42,"United States","VA","Yes","Yes","No","Sometimes","6-25","Yes","No","Yes","Not sure","Don't know","Yes","Don't know","Don't know","Maybe","Maybe","Some of them","No","No","Maybe","Don't know","No","Male"
"892",32,"United States","TN","Yes","Yes","Yes","Rarely","1-5","Yes","Yes","No","Yes","No","No","Don't know","Very difficult","Yes","No","Some of them","No","No","Maybe","Don't know","No","Male"
"893",29,"United States","TN","No","Yes","No","Never","100-500","No","Yes","Don't know","Not sure","Don't know","Don't know","Don't know","Don't know","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"894",30,"United States","TN","No","Yes","No","Never","100-500","No","Yes","Yes","No","Don't know","Yes","Don't know","Very difficult","Yes","Yes","Some of them","No","Maybe","Maybe","No","No","Male"
"895",40,"United States","TN","No","Yes","Yes","Often","500-1000","Yes","Yes","Don't know","Not sure","No","Don't know","Don't know","Don't know","Maybe","Maybe","Some of them","Some of them","No","Yes","Don't know","No","Male"
"896",51,"United States","TN","No","No","No","Never","100-500","No","No","Don't know","Not sure","No","Don't know","Don't know","Somewhat difficult","No","No","Some of them","Yes","No","No","Don't know","No","Male"
"897",33,"United States","IN","No","No","No","Never","More than 1000","No","Yes","Yes","Yes","Yes","Yes","Yes","Somewhat easy","No","No","Some of them","Yes","No","No","Yes","No","Male"
"898",34,"Germany",NA,"Yes","No","Yes","Sometimes","1-5","Yes","Yes","No","Not sure","No","No","Yes","Somewhat difficult","Maybe","Maybe","Some of them","Some of them","No","No","Don't know","No","Male"
"899",50,"United States","VA","Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Yes","Somewhat easy","No","No","Some of them","Yes","No","Maybe","Yes","No","Male"
"900",24,"United States","TX","No","No","No","Sometimes","26-100","Yes","Yes","Don't know","No","No","Don't know","Don't know","Somewhat easy","No","No","Some of them","Yes","No","Maybe","No","No","Male"
"901",25,"United States","TX","No","Yes","Yes","Rarely","26-100","No","No","No","No","No","No","Don't know","Don't know","Yes","Maybe","No","No","No","Maybe","No","No","Male"
"902",43,"United Kingdom",NA,"No","Yes","Yes","Rarely","26-100","No","Yes","No","No","No","No","Don't know","Very difficult","Yes","Yes","Some of them","No","No","No","No","Yes","Male"
"903",25,"United States","CA","Yes","No","Yes","Often","1-5","No","Yes","Yes","Yes","Yes","Yes","Yes","Very easy","Maybe","Maybe","Some of them","Some of them","No","No","Yes","Yes","Female"
"904",24,"United Kingdom",NA,"Yes","No","No","Never","1-5","Yes","Yes","No","Yes","No","No","Yes","Very easy","No","No","No","No","No","Maybe","Yes","No","Male"
"905",51,"United States","CO","Yes","No","No","Never","1-5","No","Yes","No","Yes","No","No","Yes","Somewhat difficult","No","No","Some of them","Some of them","Maybe","Maybe","Don't know","No","Male"
"906",49,"United States","OR","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","No","Yes","Yes","Somewhat difficult","Yes","Maybe","No","No","No","Maybe","No","Yes","Male"
"907",30,"United States","OK","No","No","No","Never","More than 1000","Yes","Yes","Yes","No","Yes","Yes","Don't know","Don't know","Yes","Maybe","No","No","No","No","Don't know","No","Male"
"908",25,"United States","OH","No","Yes","Yes","Sometimes","More than 1000","No","Yes","Yes","Yes","Yes","No","Don't know","Don't know","Yes","Yes","No","No","No","No","No","No","Female"
"909",36,"United States","TN","No","No","Yes","Rarely","500-1000","Yes","Yes","Yes","Yes","Don't know","Don't know","Don't know","Don't know","Maybe","No","No","No","No","Maybe","Don't know","No","Male"
